IsStance,marker,sentence
,may,"Market risksGiven the impact of climate and environmental changes, energy transformation and other factors, we may face the risks of rising energy and raw material prices, damage to the planting environment of raw materials (e. g. cotton, rubber), and material shortage of some suppliers, which could lead to disruptions in production operations and drive up production costs."
,may,"ANTA Sports Products Limited ESG Report 202380 COOPERATION FOR WIN-WIN RESULTSType of risk Risk assessment Response measures and precautionary mechanisms Economic and social environment riskGiven the impact of social and public events, we may be exposed to risks such as the health and safety problems of suppliers employees and supply chain shutdown, which could result in production and operation interruptions."
,may,External risks including geopolitics or relevant restrictions or measures may also affect supply chain stability.
,may,"Supply responsibility risksGiven the impact of delayed delivery caused by insufficient capacity of suppliers, obstructed logistics and other factors or major incidents of mass recall of substandard products, we may face the risk of supply chain disruption and reputation damage."
,may,"Social responsibility risksAs the social issues concerning the supply chain, such as labor rights, health and safety, and business integrity, capture growing attention from all parties, we may face risks involving suppliers responsibilities such as labor disputes, employee injuries and deaths, illegal discharging, and bribery, which could lead to shutdown of the supply chain and damage to our reputation."
,may,"ANTA Sports Products Limited ESG Report 2023Type of risk Risk assessment Response measures and precautionary mechanisms Other supply risksWe and our partners may face uncertainties such as financial deterioration or financial loss in the supply chain due to potential risks involving suppliers, such as financial problems and shareholder disputes, which could affect business transactions between enterprises and aggravate financial risks."
,may,"GREEN DEVELOPMENT FOR ECOLOGICAL CONSERVATION A4 Climate change General disclosure Policies on identification and mitigation of significant climate-related issues which have impacted, and those which may impact, the issuer."
,may,"GREEN DEVELOPMENT FOR ECOLOGICAL CONSERVATION KPI A4. 1 Description of the significant climate-related issues which have impacted, and those which may impact, the issuer, and the actions taken to manage them."
,interests,"7 ANTA Sports Products Limited ESG Report 2023Policy, committed to protecting the labor rights and fundamental rights and interests of our staff and to build a diverse and inclusive talent system."
,interests,"They are required, in the performance of their duties as directors, to act honestly and in good faith in the overall interests of the Company as a whole, avoid actual and potential conflicts of interest and duty, apply reasonable care and diligence, and make decisions objectively in the best interests of the Company."
,interests,"Before a Board committee meeting starts, all members of the Board committee shall declare their interests"
,interests,"In case a member of the Board committee (or his associate) has a material interest in a matter to be discussed and or a resolution to be approved during a meeting, other members of the Board committee, for the purpose of avoidance of conflict of interests, shall consider and decide if the member shall abstain from voting in the resolutions and or be absent from the meeting."
,interests,"ANTA Sports Products Limited ESG Report 202346 BUILDING A FOUNDATION THROUGH PROMOTING RESPONSIBLE BUSINESS OPERATIONunder an obligation to act against the Group s interests, he should always decline to accept the advantage."
,interests,It is our priority to effectively protect the rights and interests of whistleblowers.
,interests,These actions comprehensively curb infringement activities and protect our rights and interests.
,interests,ANTA Sports Products Limited ESG Report 2023110 INNOVATION FOR ROBUST PRODUCTSWe attach great importance to responsible marketing and protecting the legitimate rights and interests of consumers.
,important,We have identified the key and important ESG risks during the financial year.
,important,"Aligning with various regulatory requirements and ESG rating indicators, we have established corresponding monitoring indicators and conducted regular reviews and assessments for each key and important ESG risk, so as to further enhance our ESG risk management."
,important,The department plays an important part in the assessment of the effectiveness of the risk management and internal control systems of the Group and reports directly to the Risk Management Committee on a regular basis.
,good,"11 ANTA Sports Products Limited ESG Report 2023 Organized over 100 training sessions, reaching over 48, 000 individuals, to enhance the awareness of various stakeholders towards ESGConsistently implemented sustainability strategy and the 1 3 5 strategic goalsThe total number of suppliers 801 Tier 1 2 3 suppliers 267 370 164 Conducted over 400 ESG audits on 299 suppliers, with internal audits accounting for 24. 4 and external audits accounting for 75. 6, obtaining a grade of good or above accounts for more than 60 The leather used in ANTA and FILA s footwear products, as well as their leather suppliers, are all 100 LWG Gold certified, with over 90 of the leather materials can be traceable back to their origin Donated a total of RMB59 million in cash and the value of donated sportswear (calculated at tag value) to different charities exceeded RMB250 million Sturdy Growth Charity Project over the years donated over RMB820 million worth of sportswear (calculated at tag value), Established 184 ADream Centers, Trained 6, 270 frontline physical education teachers, Donated 49 ANTA fields, Organized 17 ANTA camps, covered more than 6. 62 million teenagers GOVERNANCE Enhanced the Group s corporate governance by performing the roles of Chairman and CEO through separate management personnel The Board six Executive Directors four Independent Non- Executive Directors, the proportion of female directors gradually increased to 20 2023 HIGHLIGHTS"
,good,"They are required, in the performance of their duties as directors, to act honestly and in good faith in the overall interests of the Company as a whole, avoid actual and potential conflicts of interest and duty, apply reasonable care and diligence, and make decisions objectively in the best interests of the Company."
,good,Persons who victimize or retaliate against those who have genuinely raised concerns in good faith under this policy will be subject to disciplinary actions.
,good,"New suppliers sign the Code of Conduct for Suppliers of ANTA Sports and send it backESG audit for new supplier admissionNo, achieve good rating Closed for two yearApproved to be admitted into ANTA Sports s supplier systemViolation of zero-tolerance TerminationNo, fail to achieve good rating No, achieve good rating Violation of zero-toleranceCorrective Action Plan follow-up audit (after three months) Yes, or fail to achieve good ratingYes ANTA Sports Products Limited ESG Report 2023 84 COOPERATION FOR WIN-WIN RESULTSAppraisal and Audit For suppliers in the cooperation, we adopted a double-axis audit method to conduct annual audits of suppliers sustainable development status, in accordance with the provisions of the Code of Conduct for Suppliers of ANTA Sports and the Supplier Sustainability Management Handbook."
,good,"Through our annual supplier audit, our suppliers are divided into five levels, from the best performing ones to the least performing ones, based on their audit results extraordinary, excellent, good, to be improved, and red line zone."
,good,"suppliers completed assessments using the HIGG FEM, a third-party tool, obtaining a grade of good or above accounts for more than 60."
,shall,"Before a Board committee meeting starts, all members of the Board committee shall declare their interests"
,shall,"In case a member of the Board committee (or his associate) has a material interest in a matter to be discussed and or a resolution to be approved during a meeting, other members of the Board committee, for the purpose of avoidance of conflict of interests, shall consider and decide if the member shall abstain from voting in the resolutions and or be absent from the meeting."
,shall,"All Board appointments will be based on meritocracy, and candidates shall be considered against objective criteria, having due regard for the benefits of diversity on the Board."
,shall,"The Nomination Committee (and the Board) recognises the importance and benefits of gender diversity at the Board level, and shall continue to take initiatives to identify more female candidate(s) to further enhance the gender diversity among the Board members with a target of 30 women in the Board by the end of 2030."
,shall,"Directors and employees of the Group shall uphold at all times the Group s core value of integrity, honesty, fairness, impartiality and ethical business practices."
,shall,Directors and employees of the Group shall avoid any conflict of interest or potential conflict of interest with the Group and should declare any conflict of interest or potential conflict of interest as appropriate.
,shall,"Directors and employees of the Group shall not give any advantage to any person, company or organization having business dealings with the Group for inappropriate advantage or any other illegitimate purpose."
,shall,"Directors and employees of the Group shall not, in their personal capacity or acting in an agency or fiduciary capacity on behalf of the Group, provide any form of facilitation payments to any individual or entity."
,shall,Material incidents relating to breaches of the Anti-corruption Policy shall be brought to the attention of the Board by the Risk Management Committee.
,dedicated,"We are dedicated to creating a comprehensive internal sustainability governance system, establishing a clear ESG governance structure with distinct levels and defined responsibilities, driving the effective implementation of"
,dedicated,"We are dedicated to maintaining honesty, integrity and compliance in our operations, and strengthening resource conservation and environmental protection."
,dedicated,"Important Technological R&D and innovation We have set up a dedicated innovation fund to support R&D innovation across various brands; we have i ncreased our R&D investment, created more R&D positions, and used the total R&D expenditure and the number of R&D positions as risk monitoring indicators for continuous tracking and evaluation; Product design innovation Our design centers have been established worldwide, forming an international design team in collaboration with designers from around the world."
,dedicated,"All reported cases have been investigated and handled by dedicated personnel following the Group s policies, and we also provided training for employees."
,dedicated,We also have dedicated investigators with professional skills to investigate and handle whistleblowing reports and notify whistleblowers of the results where permitted by law.
,dedicated,"Enhance the Development of the Youth and Create Opportunities for Emerging Young Talents Aligned with the national Employment Stabilization Policy, we are dedicated to creating development opportunities for young talents."
,dedicated,One China sports development project The Hemin Foundation set up by the founding family of the Group established the program dedicated to supporting the active or retired national team athletes who have financial difficulties.
,dedicated,One China sports development project The Hemin Foundation set up by the founding family of the Group established the program dedicated to supporting the active or retired national team athletes who have financial difficulties in the future.
,should,"The Company (including any Directors and employees) should comply with the relevant anti-corruption laws and regulations in the PRC (including the Supervision Law of the PRC), Hong Kong SAR and other countries or regions as applicable."
,should,"Directors and employees of the Group should not accept any advantage from any person, company or organization having business dealings with the Group, whether or not any undue favor is involved."
,should,"ANTA Sports Products Limited ESG Report 202346 BUILDING A FOUNDATION THROUGH PROMOTING RESPONSIBLE BUSINESS OPERATIONunder an obligation to act against the Group s interests, he should always decline to accept the advantage."
,should,Directors and employees of the Group shall avoid any conflict of interest or potential conflict of interest with the Group and should declare any conflict of interest or potential conflict of interest as appropriate.
,should,"Any breach of the Anti-corruption Policy should be reported to the Company through reporting channels under the Whistleblowing Policy of the Company, whether it is known who may be responsible for the breach or how it may have occurred."
,establish,"Key System of employee rights protection We have joined the UNGC as a participant member, developed an internal management system, actively fulfilled our basic responsibilities in the areas of human rights and labor standards, including prohibition of child labor and forced labor, protection of freedom of collective bargaining and association, and fostered an inclusive corporate culture in multiple dimensions; we establish indicators, including the number of compulsory labor dispute cases, and continuously track and assess them; Strengthening employee communication We have made available both online and offline channels, including suggestion box, cloud platform, whistleblowing mailbox, whistleblowing hotline, and the official WeChat account ANTA Integrity, to strengthen communication with employees, and annually commission an external organization to conduct engagement and satisfaction surveys on all employees to get their opinions and feedback."
,establish,"Through supplier communication and training, we establish a cooperative partnership information sharing mechanism, creating an environment-friendly, safe, efficient, and collaborative resilient supply chain."
,establish,"Through various channels and methods such as visits, online communication, offline seminar, audit interview, and WeChat group, we establish a communication mechanism with suppliers."
,establish,"With the development of e-commerce, we simultaneously establish a service system for online customers, relying on the customer service and membership management departments to provide efficient services to both online and offline customers."
,establish,"In addition, we have introduced automated equipment to establish a comprehensive system for preventing safety incidents."
,aim,"These efforts aim to promote gender equality and empower women in the workplace, market competition and community life."
,aim,"ANTA Sports Products Limited ESG Report 202368 GREEN DEVELOPMENT FOR ECOLOGICAL CONSERVATIONGreen Supply Chain Management With the aim of promoting the green development of the supply chain, we conducted carbon assessments with a third-party company for energy reduction diagnostics and recommendations."
,aim,"By redesigning the specifications for the amount of packaging paper used and assessing it every quarter based on the production styles, we aim to reduce the use of printed isolation paper in packaging; Reusing cardboard boxes generated in the unpacking process to achieve a cycle of cardboard box usage; Optimizing the packaging boxes for ANTA and FILA accessories to smaller-sized cardboard boxes while introducing special courier bags for ANTA Kids; Switching from using ( ) shaped reinforcements to ( ) shaped ones for cardboard box packaging in logistics, gradually promoting tape-free cardboard box designs to reduce the use of plastic tape in the packaging process."
,aim,"ANTA Sports Products Limited ESG Report 202386 COOPERATION FOR WIN-WIN RESULTSSupplier Communication and Protection We aim to communicate with our suppliers to convey supply chain management concepts and requirements promptly, fostering long-term and stable partnerships."
,aim,"These programs aim to provide knowledge on labor laws and regulations, human rights standards and protections, forced labor and child labor, working hour management, and health and welfare, ensuring that suppliers understand and comply with relevant laws, regulations, and our human rights policies."
,aim,"With training sessions covering topics including responsible land management, water reduction, and chemical and production of responsible leather and cotton, we aim to further raise suppliers awareness of social responsibility management."
,aim,"By integrating circular fashion principles into our business model, we aim to support the sustainable development of consumers, industries and society."
,aim,"The aim was to gather insights from employees regarding our performance in respecting individual differences, thinking styles, work preferences, and personal perspectives."
,aim,"Key Foundation Direct donation of cash and sportswear Established the Sturdy Growth Charity Project The founding family of the Group set up the Hemin Foundation Core Value Integrity and Gratitude Vision Becoming a pioneer in fulfilling social responsibilities among Chinese enterprises Area Youth sports education, sports development, medical and health care, community support and rural revitalization, environmental sustainability Goal With the core goal of empowering through sports and supporting a healthy China, we aim to promote common prosperity and better fulfill the people s aspirations for a better lifeOur Public Welfare System"
,aim,Our aim is to promote universal access to sports education and assist the youth in unlocking their potential throughout the process of growing up.
,aim,"These components aim to support rural revitalization through sports-education integration, enabling children to grasp the spirit of sports, foster positive energy, and cultivate healthy lifestyles and sound personalities through sports engagement."
,could,If a Director or an employee is unsure as to whether the acceptance of an advantage could (i) affect the proper discharge of his duties or (ii) place such Director or employee
,could,A carbon price could set the direction for the market and encourage low-carbon energy consumption and innovation in low-carbon technologies.
,could,"ANTA Sports Products Limited ESG Report 2023Type of risk Risk assessment Response measures and precautionary mechanisms Policy and regulatory risksUnder the background of the Dual Carbon goals and related carbon emission and energy consumption control policies, more laws and regulations on emission restriction, and compulsory electricity conservation may be introduced in the future, and our supply chain may face the risks of lower output and higher electricity tariff, which could reduce our production efficiency and output and drive up operating costs."
,could,"Extreme weather risksGiven the impact of extreme weather such as typhoon, rainstorm and high temperature, we may face the risk of supply chain disruptions such as water and power outages for suppliers, damage to suppliers equipment or stored materials, and obstruction of logistics and transportation channels, which could affect our and suppliers production capacity and incoming material costs, and drive up operating costs and production costs."
,could,"Market risksGiven the impact of climate and environmental changes, energy transformation and other factors, we may face the risks of rising energy and raw material prices, damage to the planting environment of raw materials (e. g. cotton, rubber), and material shortage of some suppliers, which could lead to disruptions in production operations and drive up production costs."
,could,"ANTA Sports Products Limited ESG Report 202380 COOPERATION FOR WIN-WIN RESULTSType of risk Risk assessment Response measures and precautionary mechanisms Economic and social environment riskGiven the impact of social and public events, we may be exposed to risks such as the health and safety problems of suppliers employees and supply chain shutdown, which could result in production and operation interruptions."
,could,"Social responsibility risksAs the social issues concerning the supply chain, such as labor rights, health and safety, and business integrity, capture growing attention from all parties, we may face risks involving suppliers responsibilities such as labor disputes, employee injuries and deaths, illegal discharging, and bribery, which could lead to shutdown of the supply chain and damage to our reputation."
,could,"ANTA Sports Products Limited ESG Report 2023Type of risk Risk assessment Response measures and precautionary mechanisms Other supply risksWe and our partners may face uncertainties such as financial deterioration or financial loss in the supply chain due to potential risks involving suppliers, such as financial problems and shareholder disputes, which could affect business transactions between enterprises and aggravate financial risks."
,could,Products that can be repaired will be fixed and put on the shelf again; products that cannot be repaired but could still be used will be handled as employee benefit or staff sales or charitable donation.
,understand,This ensures that all members within the organization understand the importance of corporate risk management while enhancing the Company s risk management procedures.
,understand,"Analysis Progress of Materiality DeterminationReview and confirmation The evaluation results of the materiality issues were submitted to the Sustainability Committee for review, confirmation and approval Issue assessment Based on the results of the stakeholder survey, we summarized the issue scores, and established a materiality matrix based on their rankings in the Importance to ANTA Sports and Importance to Stakeholders dimensions Stakeholder participation We collected questionnaires from investors, suppliers, customers, employees, and other internal and external stakeholders, to fully understand the focus of both internal and external stakeholders on ESG issues Issue identification Based on the Company s development strategy and business model, alongside national policies, capital market requirements, and industry development trends, we identified 27 ESG issues by analyzing the areas of concern of all stakeholders and comparing with peer s actions4 STEP FOUR 3 STEP THREE 2 STEP TWO 1 STEP ONE"
,understand,"Strategy In order to better understand the impact of climate change on our business, we carefully assess the physical risks, transition risks and opportunities of climate change on business marketing of the significant component of our business."
,understand,"During the financial year, we have conducted hazardous waste training at each factory to ensure that our employees understand and implement the waste management system."
,understand,"These programs aim to provide knowledge on labor laws and regulations, human rights standards and protections, forced labor and child labor, working hour management, and health and welfare, ensuring that suppliers understand and comply with relevant laws, regulations, and our human rights policies."
,understand,"In our brand perception result analysis, consumers are willing to purchase environment-friendly products and understand the carbon reduction contributions of such products."
,fundamental,"7 ANTA Sports Products Limited ESG Report 2023Policy, committed to protecting the labor rights and fundamental rights and interests of our staff and to build a diverse and inclusive talent system."
,positive,"This provides positive signal to the market growth of low-carbon environmentally Moving forward, we plan to further segment consumer categories and conduct comprehensive brand awareness surveys targeting specific groups to help build a responsible brand image."
,positive,We intensified the advocacy of performance goals through additional goal-oriented sessions and positive case studies.
,positive,This approach is designed to create a healthier and more positive work environment for our employees.
,positive,"These components aim to support rural revitalization through sports-education integration, enabling children to grasp the spirit of sports, foster positive energy, and cultivate healthy lifestyles and sound personalities through sports engagement."
,positive,This transformation underscores the positive impact of Stage 2. 0 on the development of students sound and healthy personalities.
,must,"When purchasing each chemical at production factories, accurate batch numbers must be recorded and matched with product types to ensure traceability of chemical sources."
,must,"Our New Employee Onboarding Management System stipulates that all employees must undergo an onboarding check upon joining, verifying their employment age."
,must,"As the Employee Handbook of ANTA Group explains, there must be no discriminatory treatment in recruitment, salary, promotion, or development of employees based on gender, age, nationality, religious belief, complexion, race, ethnic background, sexual orientation, political affiliation, family background and health or other social identity."
,must,"In the case of work-related injuries that fall within their scope of responsibilities, the relevant management staff must immediately deal with the accidents, and his her performance appraisal points will also be deducted according to the rules."
,clear,"We are dedicated to creating a comprehensive internal sustainability governance system, establishing a clear ESG governance structure with distinct levels and defined responsibilities, driving the effective implementation of"
,clear,"ANTA Sports Products Limited ESG Report 2023 18 Sustainable Development ESG Strategy We have set clear overall goals in terms of Environment, Social and Governance."
,clear,"All identified ESG risks are associated with risk levels, with clear risk response measures and preventive mechanisms in place."
,clear,"Through clear signage and guidelines on electrical boxes, employees are guided to use electricity and air conditioning more efficiently, reducing energy waste and carbon emissions during operational hours."
,clear,"Hazardous items are placed in repurposed empty barrels for recycling, with clear signage, and are regularly entrusted to a qualified third-party organization for recycling and processing."
,convenient,"For example, employees with hearing and auditory disabilities work in the same area, and employees with mobility difficulties are assigned in convenient positions on the first floor Housing support Supplementary housing employees can apply for welfare housing and staff dormitories, and married employees can apply for family suites Housing subsidies the Sweet Home Plan provides mortgage assistance and assistance in housing subsidy application for employees Other benefits Holiday benefits employee holiday benefits; special events on the Spring Festival, Women s Day, Mid-Autumn Festival, and other holidays Additional subsidies seniority subsidy, meal subsidy, kilometer subsidy, mobile phone bill subsidies Other benefits employee cafeteria, free shuttle bus service, company branded clothing vouchers, various club activities, flexible working hours, working-from-home arrangements, internal part-time working opportunities, and education and training reimbursements 9 Breastfeeding Leave Female employees with infants under the age of one are entitled to two nursing breaks during normal working hours, with each break lasting 30 minutes for each baby, and the two breaks on each working day can be combined."
,necessary,"Quantitative Quantitative information is provided, where appropriate, which helps readers assess the Group s ESG performance objectively; Quantitative information is also accompanied (if necessary) by a narrative, explaining its purpose and impacts, and comparative data."
,necessary,"Through continuous reviews and evaluations of our practices in ESG management, we identify areas for necessary improvement to enhance ESG related risk management."
,necessary,"The committees are provided with sufficient resources to perform their duties and are able to seek, at the Company s expenses, independent professional advice as necessary."
,necessary,"The committees are able to invite relevant personnel within the Company to attend meetings, and to obtain any information that they require from any other committees and or departments, if they consider necessary, in order to perform their duties."
,necessary,"The committees may invite external advisers with relevant experience and expertise to participate and attend committee meetings as and when necessary, and they can review and approve the advisory fees and other terms of engagement of the external advisers."
,necessary,"The Company takes reports of corruption seriously, and may conduct investigations pursuant to the Whistleblowing Policy of the Company if necessary."
,necessary,"The Risk Management Committee ensures sufficient resources (including annual budget and staffing) are allocated to the internal audit department for effective fulfilment of work objectives and responsibilities, and provides all necessary support."
,necessary,"51 ANTA Sports Products Limited ESG Report 2023Emergency Response and Reporting Handling Process Personal Information Protection Office and the information security department handle the incident; Keep record of the incident, including the basic information of the incident, the personal information and number of people involved, the name of the system where the incident occurred, the impact on other interconnected systems, and whether law enforcement agencies or relevant departments have been contacted; Assess the possible impact of the in cident and take necessary measures to control the situation and eliminate potential hazards; Report the incident in accordance with the provisions of the Emergency Plan for National Network Security Incidents, including the overall situation of the subject of personal information, possible impact of the incident, measures taken or to be taken for handling the incident, and contact information of the personnel involved in handling the incident; Organize the notification of the security incident."
,necessary,"For overseas employees working in Mainland China, we assist them and their families in obtaining necessary documents such as visas, work permits, and residence permits."
,possible,"ANTA Sports Products Limited ESG Report 2023Risk issues Type of risk Risk descriptionOrder of importanceResponse measures and preventive mechanism Climate changeOperational riskOperational risk associated with climate change Climate change leads to changes in the market environment and regulatory requirements, and puts operational pressure on the supply chain stability and production, with possible consequences of rising costs."
,possible,The whistleblowing system established under the policy is intended to build a culture of openness and transparency in the Group; to maintain internal corporate justice; to encourage employees and other persons or entities dealing with the Group to raise concerns about possible improprieties relating to the Group and to provide them with confidential reporting channels for such purposes; and
,possible,"51 ANTA Sports Products Limited ESG Report 2023Emergency Response and Reporting Handling Process Personal Information Protection Office and the information security department handle the incident; Keep record of the incident, including the basic information of the incident, the personal information and number of people involved, the name of the system where the incident occurred, the impact on other interconnected systems, and whether law enforcement agencies or relevant departments have been contacted; Assess the possible impact of the in cident and take necessary measures to control the situation and eliminate potential hazards; Report the incident in accordance with the provisions of the Emergency Plan for National Network Security Incidents, including the overall situation of the subject of personal information, possible impact of the incident, measures taken or to be taken for handling the incident, and contact information of the personnel involved in handling the incident; Organize the notification of the security incident."
,possible,"Existing requirements and regulation of products and servicesThe requirements and regulation of products and services may drive up the cost of professional training for the Group s sales personnel; Government or industry associations may impose increasingly stringent requirements on the energy consumption standards of the products and the carbon intensity of the industry, including possible requirement for the carbon footprint label of products or carbon intensity per unit weight of product, or even phasing out high-emission products."
,possible,"For unsold goods, we reduce the inventory through lean management and recycle or reuse unsold goods as much as possible to avoid waste or outright destruction."
,possible,"In cases where personal information is shared and disclosed with third parties, we provide narrative in advance and obtain the consumer s consent and handle the personal information in accordance with strict confidentiality requirements and security measures; Information retention duration depending on the necessity of information use, as short as possible; upon cancellation of an account, the provision of products and services will be discontinued, and personal information will be deleted from corporate files as required by applicable law; Consumer decision-making authority customers can decide by themselves whether to provide non-essential information."
,need,"At the same time, we offer college and bachelor s degree upgrade courses for employees in need to enroll in, attracting over 100 employees to seek participation."
,need,"Every six months, we conduct an assessment of the leadership behaviour of nearly 2, 000 managers who have participated in the training, discovering the points that need to be upgraded, and then organizing leadership training accordingly."
,need,"ANTA Sports Products Limited ESG Report 2023126 DIVERSITY AND INCLUSION FOR PEOPLE-CENTERED DEVELOPMENTDiversity in the Training In fostering a diverse and inclusive atmosphere, we offer our employees a broad range of diversified training opportunities, and for those in need of assistance, we arrange mentorship programs to enhance the workplace experience of diverse groups."
,need,"With the philosophy of Working with Assurance, Living with Integrity, the Hemin Foundation is committed to charity, aiding those in need and giving back to society, and is thus actively engaged in fields such as public health, sports education, rural revitalization, environmental protection, and sustainable community development."
,would,The Board wishes the Group s ESG governance effectiveness would be enhanced through the change of composition of the Sustainability Committee.
,would,"Sustainability DepartmentBoard The Sustainability Committee, being delegated (with relevant authorities) by the Board, assists the Board (i) to conduct effective governance and oversight of ESG matters; (ii) to formulate and review the Company s sustainability strategic objectives; (iii) to lead and promote each department to improve its mindsets and operation initiatives in various business processes from the perspective of sustainability; (iv) to identify, assess and manage material ESG risks; and (v) to coordinate and standardize the collection of ESG related data and information to improve the quality of ESG information disclosure, so that the Group s ESG governance effectiveness would be enhanced."
,would,"Plans and tools for corrective actions and control improvements would be identified and communicated with operations management to address any issues, non-compliance or deficiencies identified."
,would,The identity of the whistleblower would be treated with the strictest confidence.
,would,"For products that do not comply with regulations, that have problems in the self-inspection process, or with recall rate exceeding 5, we would issue a takedown notice within one working day after recall confirmation, and notify our distributors, DTC franchisees and self-owned operating stores to return all products for centralized processing."
,critical,"Currently, our critical suppliers have gradually started to input their environmental data into ESG online data collection platform for further assessment of absolute total consumption as well as intensity data of energy and resources usage."
,critical,"By conducting supplier sustainability risk assessments, we identify critical suppliers and formulate countermeasures and action plans to ensure the stability of our supply chain."
,critical,"The identification of our critical suppliers is based on combinative consideration of procurement value, sustainability performance as well as other assessments."
,critical,"In addition, suppliers are differentiated into general suppliers or critical suppliers based on material analysis such as procurement volume, risk factors, etc."
,critical,"Tier 1 suppliers 267 Tier 2 suppliers 370 Tier 3 suppliers 164 Suppliers that directly provide finished products (such as garments, finished shoes, finished accessories, etc.), of which 52 are critical suppliers."
,critical,"Key Performance in 2023 During the financial year, we conducted ESG audits on 170 tier 1 suppliers (including 49 critical suppliers in tier 1), 119 tier 2 suppliers (including 72 critical suppliers in tier 2), and 10 tier 3 suppliers respectively, which were completed by both the internal audit team and third-party organizations."
,critical,"During the financial year, we have conducted over 400 audits on both critical suppliers and general suppliers, with internal audits accounting for 24. 4 and external audits accounting for 75. 6. 100 suppliers underwent third-party audits using SLCP."
,clearly,"ANTA Sports Products Limited ESG Report 202354 GREEN DEVELOPMENT FOR ECOLOGICAL CONSERVATIONClimate Scenario Construction Name of scenarioDescription of scenario Scenario of reference 1. 5 C scenario- Physical impact Temperature rise is kept within 1. 5 C, climate impacts can be clearly felt globally, but the frequency and intensity of severe climate events begin to stabilize at a new normal."
,clearly,"Socioeconomic impact Climate targets and policies get strengthened in all countries, companies face more stringent compliance requirements on carbon reduction targets, green electricity use, carbon price mechanism coverage, and low-carbon procurement, global energy transformation picks up pace and a power system driven mainly by clean electricity takes shape in 2030, consumers start to pay attention to the carbon information of products and become more conscious of sustainable consumption.- IPCC SSP1-1. 9 - NGFS Net Zero 2050 - WBCSD 1. 5 C Societal Transformation Scenario 2 C scenario- Physical impact Temperature rise is kept within 2 C, climate impacts can be clearly felt globally, the frequency and intensity of extreme weather increases significantly before and after 2030, some high-risk areas are clearly affected by climate events, but governments are taking systematic adaptation measures to deal with the impact."
,clearly,"During the financial year, we have formulated and released the ANTA Sports Chemicals Management Manual which clearly states that on the input side of chemicals, the goal is for all suppliers who use process chemicals to fully comply with ZDHC standards."
,appropriate,"As such, the Board, through the Sustainability Committee, oversees the assessment of ESG risks and opportunities (including those related to climate change), ensures that appropriate and effective ESG risk management and internal supervision mechanisms are in place, and continuously monitors the implementation of relevant risk management strategies and the work quality."
,appropriate,"Quantitative Quantitative information is provided, where appropriate, which helps readers assess the Group s ESG performance objectively; Quantitative information is also accompanied (if necessary) by a narrative, explaining its purpose and impacts, and comparative data."
,appropriate,"ANTA Sports Products Limited ESG Report 202344 BUILDING A FOUNDATION THROUGH PROMOTING RESPONSIBLE BUSINESS OPERATIONThe Board contains a balance of skills, experience and diversity of perspectives appropriate to the requirements of the Group s business."
,appropriate,Directors and employees of the Group shall avoid any conflict of interest or potential conflict of interest with the Group and should declare any conflict of interest or potential conflict of interest as appropriate.
,appropriate,"For concerns or needs related to human resources matters such as human rights protection, discrimination and harassment, labor conditions, compensation and welfare, occupational safety, and personal development, relevant individuals can provide feedback to us through the appropriate communication or reporting channels."
,appropriate,This involves granting share options and share awards in accordance with share option schemes and share award schemes as appropriate.
,sign,All of our employees are required to sign the Integrity and Self-discipline Commitment and we have added anti-corruption clauses in our standard Employees Labor Contract to strengthen internal anti-corruption measures.
,sign,"New suppliers sign the Code of Conduct for Suppliers of ANTA Sports and send it backESG audit for new supplier admissionNo, achieve good rating Closed for two yearApproved to be admitted into ANTA Sports s supplier systemViolation of zero-tolerance TerminationNo, fail to achieve good rating No, achieve good rating Violation of zero-toleranceCorrective Action Plan follow-up audit (after three months) Yes, or fail to achieve good ratingYes ANTA Sports Products Limited ESG Report 2023 84 COOPERATION FOR WIN-WIN RESULTSAppraisal and Audit For suppliers in the cooperation, we adopted a double-axis audit method to conduct annual audits of suppliers sustainable development status, in accordance with the provisions of the Code of Conduct for Suppliers of ANTA Sports and the Supplier Sustainability Management Handbook."
,sign,"ANTA Sports Products Limited ESG Report 2023106 INNOVATION FOR ROBUST PRODUCTSSupplier Chemical Management We have established standards for chemical usage among our suppliers, requiring all primary and secondary suppliers to sign a Statement of Compliance for Chemical Safety Control of Suppliers."
,like,"During the financial year, we launched a 21-day Low-Carbon Month check-in activity in June, advocating employees across multiple brands and cities to develop low-carbon habits through actions like low-carbon commuting, using eco-friendly shopping bags, and bringing their own water bottles."
,like,"ANTA Sports Products Limited ESG Report 202394 INNOVATION FOR ROBUST PRODUCTSenhance the technological properties of cotton fabrics and addresses issues like post-wash whitening and fiber shedding in cotton fabrics, enhancing product durability and lifespan."
,like,"We have innovated with new materials like single-piece mesh fabric, employing creative designs and processes to increase material efficiency, reduce waste, and minimize pollution."
,like,We introduced platforms like Speak Up and an innovative proposal system to encourage employees to contribute ideas.
,like,"In terms of well-being, we initiated activities like Boost Your Confidence Day to enhance employee self-esteem."
,strive,"On the global market stage, driven by innovation and unwavering determination, we will brave the winds and waves amidst challenges and adversities, implement benchmarking against high standards, achieve high-quality growth, and strive to develop into a leading multi-brand sportswear group in the world."
